city,state,country,source,wmonum,latitude,longitude,timezone,elevation,link
Bailingmiao,Nei Mongol,CHN,CSWD,533520,41.7,110.43,8,1376.6,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Nei.Mongol.Bailingmiao.533520_CSWD.zip
Paso Robles Municipal Arpt,CA,USA,TMY3,723965,35.67,-120.63,-8,244,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Paso.Robles.Muni.AP.723965_TMY3.zip
Indianapolis Intl Ap,IN,USA,TMY3,724380,39.72,-86.27,-5,241,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IN_Indianapolis.Intl.AP.724380_TMY3.zip
MACON,GA,USA,TMY2-03813,722170,32.7,-83.65,-5,110,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_GA_Macon.722170_TMY2.zip
Yuzhong,Gansu,CHN,CSWD,529830,35.87,104.15,8,1874.4,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Gansu.Yuzhong.529830_CSWD.zip
Greenwood,NS,CAN,WYEC2-B-14636,713970,44.98,-64.92,-4,28,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/3_canada/CAN_NS_Greenwood.713970_CWEC.zip
LANDER,WY,USA,TMY2-24021,725760,42.82,-108.73,-7,1696,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WY_Lander.725760_TMY2.zip
Concord,NH,USA,TMY--14745,726050,43.2,-71.5,-5,105,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NH_Concord.Muni.AP.726050_TMY.zip
Craig Moffat,CO,USA,TMY3,725700,40.5,-107.53,-7,1915,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CO_Craig.Moffat.AP.725700_TMY3.zip
Massena Ap,NY,USA,TMY3,726223,44.93,-74.85,-5,65,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NY_Massena.AP.726223_TMY3.zip
Montreal Mirabel,PQ,CAN,WYEC2-B-75290,716278,45.68,-74.03,-5,82,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/3_canada/CAN_PQ_Montreal.Mirabel.716278_CWEC.zip
Fort Lauderdale Hollywood Int,FL,USA,TMY3,722025,26.07,-80.15,-5,3,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_FL_Fort.Lauderdale.Intl.AP.722025_TMY3.zip
ANURADHAPURA_(AFB),-,LKA,SWERA,434210,8.33,80.42,6,89,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/LKA_Anuradhapura.434210_SWERA.zip
Wise Lonesome Pine,VA,USA,TMY3,724117,36.98,-82.53,-5,817,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_VA_Wise-Lonesome.Pine.AP.724117_TMY3.zip
Ambler,AK,USA,TMY3,701718,67.1,-157.85,-9,88,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AK_Ambler.701718_TMY3.zip
Beaufort Mcas,SC,USA,TMY3,722085,32.48,-80.72,-5,10,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_SC_Beaufort.MCAS.722085_TMY3.zip
North Platte Regional Ap,NE,USA,TMY3,725620,41.12,-100.67,-6,847,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NE_North.Platte.Rgnl.AP.725620_TMY3.zip
Omaha Eppley Airfield,NE,USA,TMY3,725500,41.32,-95.9,-6,299,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NE_Omaha-Eppley.Airfield.725500_TMY3.zip
Houston Bush Intercontinental,TX,USA,TMY3,722430,30,-95.37,-6,29,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.zip
Tucson,AZ,USA,TMY--23160,722740,32.12,-110.93,-7,779,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AZ_Tucson.Intl.AP.722740_TMY.zip
Pescara,-,ITA,IGDG,162300,42.85,14.2,1,16,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Pescara.162300_IGDG.zip
Erie,PA,USA,TMY--14860,725260,42.08,-80.18,-5,225,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_PA_Erie.Intl.AP.725260_TMY.zip
Owatonna  Awos,MN,USA,TMY3,726568,44.12,-93.25,-6,350,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Owatonna.AWOS.726568_TMY3.zip
Oakland Metropolitan Arpt,CA,USA,TMY3,724930,37.72,-122.22,-8,2,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Oakland.Intl.AP.724930_TMY3.zip
PUERTO_PADRE,-,CUB,SWERA,783580,21.2,-76.6,-5,13,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/CUB_Puerto.Padre.783580_SWERA.zip
Capo Palinuro,-,ITA,IGDG,163100,40.02,15.28,1,185,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Capo.Palinuro.163100_IGDG.zip
Wielun,-,POL,IMGW,124550,51.22,18.55,1,201,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/POL_Wielun.124550_IMGW.zip
Roberval,PQ,CAN,WYEC2-B-04752,717280,48.52,-72.27,-5,179,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/3_canada/CAN_PQ_Roberval.717280_CWEC.zip
Aviano,-,ITA,IGDG,160370,46.03,12.6,1,128,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Aviano.160370_IGDG.zip
Willmar,MN,USA,TMY3,726576,45.12,-95.08,-6,345,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Willmar.Muni.AP.726576_TMY3.zip
GUANTANAMO_BAY_NAS,-,CUB,SWERA,783670,19.9,-75.22,-5,17,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/CUB_Guantanamo.Bay.NAS.783670_SWERA.zip
INCH'ON,-,KOR,IWEC Data,471120,37.48,126.55,9,70,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/KOR_Inchon.471120_IWEC.zip
Mount Shasta,CA,USA,TMY--24215,725957,41.33,-122.33,-8,1077,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Mount.Shasta.725957_TMY.zip
Lovelock,NV,USA,TMY--24172,725805,40.06,-118.55,-8,1188,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NV_Lovelock-Derby.Field.725805_TMY.zip
SPOKANE,WA,USA,TMY2-24157,727855,47.63,-117.53,-8,721,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WA_Spokane.727855_TMY2.zip
PERTH,-,AUS,IWEC Data,946100,-31.93,115.95,8,29,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/AUS_WA.Perth.946100_IWEC.zip
Baudette International Ap,MN,USA,TMY3,727476,48.72,-94.6,-6,330,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Baudette.Intl.AP.727476_TMY3.zip
Lisboa,,PRT,INETI,85360,38.73,-9.15,0,71,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/PRT_Lisboa.085360_INETI.zip
HUNTINGTON,WV,USA,TMY2-03860,724250,38.37,-82.55,-5,255,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WV_Huntington.724250_TMY2.zip
Astoria,OR,USA,TMY--94224,727910,46.15,-123.88,-8,7,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OR_Astoria.Rgnl.AP.727910_TMY.zip
Canberra Airport,ACT,AUS,RMY,949260,-35.3,149.2,10,580,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/AUS_ACT.Canberra.Airport.949260_RMY.zip
Las Vegas Municipal Arpt,NM,USA,TMY3,723677,35.65,-105.15,-7,2093,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NM_Las.Vegas-Muni.AP.723677_TMY3.zip
Helena,MT,USA,TMY--24144,727720,46.6,-112,-7,1188,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MT_Helena.Rgnl.AP.727720_TMY.zip
Cleveland Hopkins Intl Ap,OH,USA,TMY3,725240,41.4,-81.85,-5,235,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3.zip
Palm Springs Intl,CA,USA,TMY3,722868,33.83,-116.5,-8,145,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Palm.Springs.Intl.AP.722868_TMY3.zip
Jorhat,Assam,IND,ISHRAE,424230,26.73,94.17,5.5,90,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/IND_Jorhat.424230_ISHRAE.zip
Jingdezhen,Jiangxi,CHN,CSWD,585270,29.3,117.2,8,61.5,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Jiangxi.Jingdezhen.585270_CSWD.zip
Chittagong/Patenga (CI,-,BGD,SWERA,419780,22.27,91.82,6,6,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/BGD_Chittagong-Patenga.419780_SWERA.zip
Bluefield Mercer Co  Nrel,WV,USA,TMY3,724125,37.27,-81.24,-5,803,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WV_Bluefield-Mercer.County.AP.724125_TMY3.zip
Pine Bluff Faa Ap,AR,USA,TMY3,723417,34.17,-91.93,-6,63,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AR_Pine.Bluff.AP.723417_TMY3.zip
Lander Hunt Field,WY,USA,TMY3,725760,42.82,-108.73,-7,1694,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WY_Lander-Hunt.Field.725760_TMY3.zip
New Ulm Muni  Awos,MN,USA,TMY3,726567,44.32,-94.5,-6,308,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_New.Ulm.Muni.AWOS.726567_TMY3.zip
Findlay Airport,OH,USA,TMY3,725366,41.02,-83.67,-5,244,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OH_Findlay.AP.725366_TMY3.zip
SAN_DIEGO,CA,USA,TMY2-23188,722900,32.73,-117.17,-8,9,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_San.Diego.722900_TMY2.zip
Piacenza,-,ITA,IGDG,160840,44.92,9.73,1,134,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Piacenza.160840_IGDG.zip
San Diego Montgomer,CA,USA,TMY3,722903,32.82,-117.13,-8,129,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_San.Diego-Montgomery.Field.722903_TMY3.zip
Grindstone Island,PQ,CAN,WYEC2-B-CAN13,-,47.38,-61.87,-5,59,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/3_canada/CAN_PQ_Grindstone.Island_CWEC.zip
SAMARA,-,RUS,IWEC Data,289000,53.25,50.45,4,44,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/RUS_Samara.289000_IWEC.zip
KOTZEBUE,AK,USA,TMY2-26616,701330,66.87,-162.63,-9,5,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AK_Kotzebue.701330_TMY2.zip
Wugang,Hunan,CHN,CSWD,578530,26.73,110.63,8,341,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Hunan.Wugang.578530_CSWD.zip
KAKAMEGA,-,KEN,SWERA,636870,0.28,34.78,3,1530,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/1_africa_wmo_region_1/KEN_Kakamega.636870_SWERA.zip
Ismailia,Al Ismailiyah,EGY,ETMY,624400,30.6,32.25,2,13,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/1_africa_wmo_region_1/EGY_Ismailia.624400_ETMY.zip
Dibrugarh,Assam,IND,ISHRAE,423140,27.48,95.02,5.5,111,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/IND_Dibrugarh.423140_ISHRAE.zip
Mercury Desert Rock Ap  Surfra,NV,USA,TMY3,723870,36.63,-116.02,-8,935,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NV_Mercury-Desert.Rock.AP.723870_TMY3.zip
Ponza,-,ITA,IGDG,162800,40.92,12.95,1,185,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Ponza.162800_IGDG.zip
Mountain Home Afb,ID,USA,TMY3,726815,43.05,-115.87,-7,912,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_ID_Mountain.Home.AFB.726815_TMY3.zip
Grand Forks Af,ND,USA,TMY3,727575,47.97,-97.4,-6,276,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_ND_Grand.Forks.AFB.727575_TMY3.zip
ALAMOSA,CO,USA,TMY2-23061,724620,37.45,-105.87,-7,2297,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CO_Alamosa.724620_TMY2.zip
Dallas Love Field,TX,USA,TMY3,722583,32.85,-96.85,-6,134,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Dallas-Love.Field.722583_TMY3.zip
Honolulu Intl Arpt,HI,USA,TMY3,911820,21.32,-157.93,-10,2,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_HI_Honolulu.Intl.AP.911820_TMY3.zip
Carroll,IA,USA,TMY3,725468,42.05,-94.78,-6,375,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IA_Carroll.Muni.AP.725468_TMY3.zip
Dingbian,Shaanxi,CHN,CSWD,537250,37.58,107.58,8,1360.3,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Shaanxi.Dingbian.537250_CSWD.zip
Stockton Metropolitan Arpt,CA,USA,TMY3,724920,37.9,-121.23,-8,7,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Stockton.Metro.AP.724920_TMY3.zip
Madison Dane Co Regional Arpt,WI,USA,TMY3,726410,43.13,-89.33,-6,262,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.zip
Genova-Sestri,-,ITA,IGDG,161200,44.42,8.85,1,3,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Genova-Sestri.161200_IGDG.zip
Olympia,WA,USA,TMY--24227,727920,46.97,-122.9,-8,61,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WA_Olympia.AP.727920_TMY.zip
Howell,MI,USA,TMY3,725378,42.63,-83.98,-5,293,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MI_Howell-Livingston.County.AP.725378_TMY3.zip
Keshan,Heilongjiang,CHN,CSWD,506580,48.05,125.88,8,234.6,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Heilongjiang.Keshan.506580_CSWD.zip
Szczecin,-,POL,IMGW,122050,53.4,14.67,1,0,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/POL_Szczecin.122050_IMGW.zip
Natchez Hardy Awos,MS,USA,TMY3,722357,31.62,-91.3,-6,83,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MS_Natchez-Hardy.Anders.Field.722357_TMY3.zip
KUQA,-,CHN,SWERA,516440,41.72,82.95,8,1100,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Kinjiang.Uygur.Kuqa.516440_SWERA.zip
Mobile,AL,USA,TMY--13894,722230,30.68,-88.25,-6,67,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AL_Mobile-Rgnl.AP.722230_TMY.zip
Lingling,Hunan,CHN,CSWD,578660,26.23,111.62,8,172.6,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Hunan.Lingling.578660_CSWD.zip
Gioia del Colle,-,ITA,IGDG,163120,40.77,16.93,1,345,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Gioia.del.Colle.163120_IGDG.zip
Climate Zone 4,CA,USA,CTZRV2,724945,37.4,-122.4,-8,30,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/2_california_climate_zones/CZ04RV2.zip
North Bend,OR,USA,TMY--24284,726917,43.42,-124.25,-8,4,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OR_North.Bend.Muni.AP.726917_TMY.zip
